
prfssrstein,980.8936833886377
elitefourvoice,984
laurenisfit,1134.4817624923794
prot0pod,1068.9835573438813
aesf,983.203009551651
profpoodle,1091.4376206233708
assaultvestmantine,1003.046995276312
ralphonso,1022.037033647711
in4d,993.9797079608921
windscythescizor,1064.1833153718508
alphazapdos,1335.1968524717151
chakra,1019.0636757979082
lawsebax,1083.4238658187849
blackpepper511,984.736306793522
flicette,991.3709831866804
sexymaster,984
pablomaster,984ablomaster,984
callme911,1112.6366539004175
shinyhunterash,969.38391789388
aefaefaefa,1045.3476313803835
theroaringshinies,1034.3522176475508
seenbean,1006.7779574595529
rickyparpix,1124.967439949266
yoshi2410,1016
latios1000,1006.1014954105532
franchescoenzo,1001.3281859648057
cobracorp,1110.0745608812751
assaultvestaudino,970.0095983947397
wsdfg,1085.0216611973947
spammyspammington,1048.629052400117
coolbeansssss,998.7754683608516
tditdatdwt,1002.2281299865058
toxicblast,1069.6024953671183
rox0923,1103.9084674645067
notblamelies,999.9739143977912
johnnysalinecc,1069.4616722137719
avchimecho,925.5959042026481
ginntonic,985.7421844724988
qrizby,970.7863328114933
feliteashjedi,975.5089830844868
sangrit,979.3152305051094
nonstopkevn,1139.0115936778436
mrzoroark,984.6687643190155
kafkablack,1000.3638810879893
cleanerthanrotomw,1158.2655513105544
furfrouisdabest,983.017183233401
republicanobama,1158.3802573666133
frostmedic,985.4765579637326
galewingsgliscor,1098.024516174002
qrizbydoinwork,987.7070540139721
korps,1072.8009599461004
spenyex,1013.1310888574545
brayleron,1058.420476374359
feeboss,970.6767990271127
tjust7896,963.0695155614939
madasthehatter,988.7053845256048
davidj,955.6586390758824
teckelgatitow,1029.5436179548885
takahashihikari,954.0687995721412
doritosandkush,1168.2565255977192
dannyban,1011.4365218329806
pipluphater,1004.45154583243
shinyhunter1001,1083.4074456796027
paperangel,1053.9579530192357
johnnymorgan,1127.9094590488883
mssysbit,1128.1140369859736
giantsdms,949.5720252698907
ekanssnake,984.116856163160404
evlsoul,1060.8892869607846
agentanteater,1109.7346066168814
xxpoondiverxx,1015.1509335477343
jasothespinda,1000.1911118348016
munched,988.5003649954947
sacrisis,1005.6218876959265
arcanine1204,1055.6411159333925
connorthegoodra,982.9702446832235
busterthekitty,974.235260854638
jefflu123,984.072821159766
sidous,1080.6594229899515
lauplaus,1063.609501810015
absolsweep,987.9354371724613
mccann,1120.8921771907721
darkiway,985.6529313556578
pokefan09,995.3203801610475
commmandapanda,1104.1950031469
scf,994.1737238227917
shadesking,981.8143792235496
aeliteaknolan,984.8468538703722
josechemaria,965.9498552834577
evilesputo,985.6726698310996
tazildayah,1114.709923743671
scottsteiner,954.9960844721473
androsman,1001.990747016755
turtless,983.263693206478
flamingbidoof92,1154.9619628275311
ilikemilkywilky,1029.2655470168233
awsomenes2001,984.5908643103081
indefiniteminimum,1057.119537195528
manudomadragon,981.6984616636316
fredtheslifer,986.3850929080012
hashtagarmcannons,951.9769894463972
dabicboi,997.8857468050903
pinsah02,993.0838120483822
andygardevoir,993.786103024524
erasthamus,1092.4119187711672
exodik,1046.5271245980512
thetragicprince,988.5753532840662
pbou5,1091.0661545216735
zaily,993.3849772302924
beastlygible,983.263693206478
snowcover,983.7456530210407
pancakez,1032.515042021912
championelde,1034.1237822391563
ipookeyi,919.0282870882688
charliesnoddy,1013.0358939882291
murderedbyrocks,1341.5251097368102
immrwall,968.5327462151081
earh,1001.5620560580136
bryce919,984
makotoitou,986.3262096511608
sbjk,982.228422980733
puppetmm2,1049.2414389632008
ampharos27,968.07740480022
sasso,1014.8510188967805
alexsilver,996.8598482860798
morehaxplz,1010.6426102849149
thedonphanatic,1025.9182545697922
otacon50,1014.4710126185349
medutchyy,1004.7484429489754
espeonag3,1202.50110375631
1yearold,989.4778938752266
denestygg,964.7180963210959
thehopelessgamer1,1101.1509831432608
yigo,1090.7788808900577
pranksterturtwig,1117.9640255401935
drunkkigon,984
keenmans,971.2941642261325
childdestroyer,1009.4456989953613
