
specshiddenpower,1003.9401838781272
markbear123,983.840099707079
money12wolf,943.1367102719843
danielingram,983.5442403997197
pipoloi,1010.1503727745622
stealthyshaymin,1044.8654851188599
daviddavidson,1077.3465734700662
hitmonleeee,1001.0941068164954
specsferrothornz,1002.1317195607301
mrswag75,994.2278265608584
eviolitegoomy,984.1093530340978
thedragonlord6,1014.4023773938558
evilmonkey9,1051.1620397407282
rmac97,984.4670311982419
adamlostthegame,983.2374345375836
hotterthenrotomh,979.3301184186374
shedinjanigans,1120.098861328603
krimson88,1181.1293549978132
arsonfist,986.0683830081141
douevenhax,1009.7980963559052
fluffyeyeball,1163.3373780165414
9dragan,984
donquixotethe2n,969.5979845873434
mrsmonopoly,985.4568456636945
landas1,1001.9996376602172
rowdyrufflet,988.3936555749037
aaronundead,1002.4339829992458
dracoinfinity,983.6006830719115
pikachu6780,974.786870731317
darkwaffle,1119.299095438984
phatguy,990.9856452776035
frnkntein,985.5164339308994
tryhardacai,1005.4209521407141
quilavaa,996.8389371851189
professorkorps,988.7616238798861
tacopancakez,1000.5093038760111
wdlth,984
pappu10,1110.359723357997
peppamint,983.9660918698308
supahdice,989.5825035978464
xatud2,989.99935922726177
gogenosmith,1039.0372877798764
docdesu,992.9927835776856
sweezzyrank,954.2080825773556
sse,1032.8480350030493
sebastianflow,1009.0123610663796
lawyuuichi,985.652101901846
poosch,983.4561257917899
dark4ever,984.1928692626274
meer,984.8893989113102
mefirst,1000.8485614156385
absolutemaximum,984
anynoone,1057.1908381518786
silverkill,1062.9620841153255
autisticoctopus,988.0362083709704
irishtreeko,994.14020138799
alcani,1000.1713150096612
avstunfisk,1081.0035185013182
titanteatime,1072.5076031887922
xvenomiizz,1017.1164964401515
yallthirsty,983.3094206682582
axiaste,1087.906403894288
shinehunter52,1003.0825501647562
serenepower,1085.0585293354775
srmfrot,1031.423114479847
ironballgastly,982.9100357868225
